number of iterations = 10000000
number of buckets; meanJumpHash; varianceJumpHash; meanJumpBackHash; varianceJumpBackHash; meanJumpBackHash32; varianceJumpBackHash32
2853; 8.534264; 6.886922178304005; 1.3340109; 0.28995641868119004; 2.4351679; 0.6242937988095889
2856; 8.5341122; 6.884974957811181; 1.33324; 0.2894271023999999; 2.433724; 0.622178091823999
2859; 8.5356828; 6.898144737784165; 1.3324266; 0.2886077556124398; 2.4325017; 0.6197543794971105
2862; 8.5359497; 6.885235819069919; 1.3313028; 0.2875524547121602; 2.4312755; 0.6171687430997501
2865; 8.5378289; 6.893489774324806; 1.3306258; 0.28693918037435995; 2.4294903; 0.6143355822059098
2868; 8.5376761; 6.8968317114887725; 1.3291276; 0.2858700229182398; 2.4274879; 0.6095097953535902
2871; 8.5401538; 6.894206872345549; 1.328352; 0.285118364096; 2.4268679; 0.6090450959495906
2874; 8.5386023; 6.892973462434696; 1.327548; 0.2843035076960001; 2.4247869; 0.6055073895883902
2877; 8.5405796; 6.893638896063848; 1.3267063; 0.28363109354031035; 2.4236242; 0.6036141371743602
2880; 8.5423671; 6.899839628837597; 1.3255986; 0.28268555167804; 2.4222073; 0.6002544958267091
2883; 8.5429039; 6.898941055364773; 1.3247715; 0.2816839727877498; 2.4206722; 0.5976291001471612
2886; 8.5442041; 6.895311397543182; 1.3235468; 0.28069826820976007; 2.4189882; 0.594803688260761
2889; 8.5471449; 6.903048158404005; 1.3225903; 0.2795095983459097; 2.417836; 0.5924242771040005
2892; 8.5473236; 6.899949876883042; 1.32162; 0.2790235755999999; 2.4163209; 0.5894174082231896
2895; 8.5487907; 6.9083298675935225; 1.320869; 0.27844848483899964; 2.4146473; 0.5863425166027101
2898; 8.5487509; 6.902339149749196; 1.3200063; 0.2775102679603103; 2.4134454; 0.5843111012188391
2901; 8.5511516; 6.904690513817428; 1.3187074; 0.2764937931852398; 2.412338; 0.5825891737559994
2904; 8.5505999; 6.90948285012; 1.3179426; 0.27575890310523965; 2.4098945; 0.577381198869749
2907; 8.55152; 6.904641889600001; 1.3169314; 0.27473808769403973; 2.408923; 0.5765775800709996
2910; 8.5534689; 6.9073854767327845; 1.3159563; 0.27404531649030983; 2.4074631; 0.5734759221383889
2913; 8.5549706; 6.913514233135629; 1.3151577; 0.27327452413070974; 2.4058921; 0.5705781031575903
2916; 8.5560538; 6.914393571505542; 1.3140361; 0.2722400278967898; 2.4047381; 0.5687341704083906
2919; 8.5558102; 6.905086421575959; 1.3133205; 0.27188856427975017; 2.4031605; 0.5657125112397505
2922; 8.5591688; 6.90981905310656; 1.3122037; 0.27061354970631; 2.4018055; 0.5634204401697502
2925; 8.5594483; 6.911914499627116; 1.3112523; 0.26994630574471; 2.4003378; 0.5605508458911608
2928; 8.5596537; 6.911305636076307; 1.3104568; 0.26905777533375974; 2.3985856; 0.5571997194726395
2931; 8.5611427; 6.918865970236709; 1.3094784; 0.2682355199334403; 2.3975789; 0.5552299182747902
2934; 8.5611771; 6.918083162435593; 1.3081461; 0.26695588105478985; 2.3956114; 0.5517990201900398
2937; 8.5625288; 6.913282749170548; 1.3076745; 0.26643550204974975; 2.3944187; 0.5496931890903101
2940; 8.5640718; 6.920425604444759; 1.3065581; 0.2658486313243902; 2.3933276; 0.5477665990782388
2943; 8.5656443; 6.9217764258775105; 1.3056793; 0.26488166555151005; 2.3919324; 0.5451633938302409
2946; 8.5661103; 6.920264028233902; 1.3045414; 0.26383253568604004; 2.390401; 0.542576059198999
2949; 8.5656145; 6.926779937389739; 1.3037097; 0.26308351812591013; 2.3885905; 0.5395241233097501
2952; 8.5663588; 6.919959109662557; 1.3028475; 0.2621018917437501; 2.3879591; 0.5385572367271907
2955; 8.5699307; 6.925354297197501; 1.3018098; 0.26156104462396; 2.3862767; 0.5354004110371102
2958; 8.5694456; 6.930519508640643; 1.3010544; 0.26080764824064007; 2.3848782; 0.5330253711647597
2961; 8.5698875; 6.93111893734374; 1.3000074; 0.2599655599452402; 2.3833772; 0.5302041225201597
2964; 8.5719299; 6.9270896894859675; 1.2992094; 0.25924653495163974; 2.3817747; 0.5275083784399106
2967; 8.5719085; 6.926127967627764; 1.2983186; 0.25843861289404013; 2.380336; 0.5255517271040011
2970; 8.5724542; 6.927690788902382; 1.2974352; 0.2574251018009599; 2.3791555; 0.5231188068197499
2973; 8.5738425; 6.92773668519375; 1.2967292; 0.25689018186736035; 2.3774431; 0.5195476062623916
2976; 8.5751314; 6.932784072734037; 1.2956223; 0.25593655574271; 2.3766582; 0.5183506003727603
2979; 8.5768221; 6.927753964951606; 1.2943366; 0.25490476590044; 2.3749758; 0.5155809494143595
2982; 8.578426; 6.934587762523989; 1.2935241; 0.25410890271919007; 2.3736164; 0.5128345856510403
2985; 8.5777539; 6.932625931034806; 1.2929826; 0.25365219609724; 2.3724848; 0.5110936737689595
2988; 8.5796846; 6.936121764522838; 1.292053; 0.2530158451910003; 2.3706545; 0.5080491416297495
2991; 8.5804738; 6.935730567513559; 1.2908364; 0.25196318843503973; 2.3692797; 0.5058544031679109
2994; 8.5819027; 6.939155147732706; 1.2900278; 0.25121667522715985; 2.3679147; 0.50281867352391
2997; 8.5814865; 6.93636835031775; 1.289415; 0.25058255777500005; 2.3671307; 0.5016879491175095
3001; 8.5852074; 6.937097698985255; 1.2880089; 0.24937357352079026; 2.3650016; 0.4981798319974411
3005; 8.5854432; 6.946122259573755; 1.2866352; 0.24827186212095986; 2.3634532; 0.49572397140976054
3009; 8.5855609; 6.934438732391172; 1.2853666; 0.24726070360444008; 2.3611842; 0.4921531736703608
3013; 8.587975; 6.9399393993749925; 1.2842949; 0.24617210983399018; 2.3595739; 0.4888273104387908
3017; 8.5879328; 6.939897222684152; 1.2829751; 0.24503479277998985; 2.3574596; 0.4853566343678404
3021; 8.5909799; 6.943580057795984; 1.2818017; 0.24405610187711013; 2.3559635; 0.4824226866677499
3025; 8.5927329; 6.952665609257593; 1.2806421; 0.24310371170759026; 2.3540096; 0.47950420310784025
3029; 8.5937991; 6.948762128839192; 1.2791389; 0.24189437450679008; 2.3523914; 0.4767483012060394
3033; 8.5967251; 6.95030785502999; 1.2781052; 0.24097949773296024; 2.3503673; 0.47368505509071035
3037; 8.5955501; 6.948864778389975; 1.2771234; 0.24006682117243994; 2.3486952; 0.47057825749696036
3041; 8.5980831; 6.951292105494389; 1.2758946; 0.23904316969083994; 2.3468681; 0.4671206212023904
3045; 8.5980133; 6.95059199302311; 1.2747737; 0.23801851378831018; 2.3451762; 0.4645341909535601
3049; 8.6007371; 6.954278636683583; 1.27341; 0.2369495719000001; 2.3433986; 0.4612724015180403
3053; 8.6009783; 6.957063982929128; 1.2721359; 0.2358789519311899; 2.3414706; 0.45814862933563916
3057; 8.6033755; 6.960133305999747; 1.2707442; 0.23451877816636002; 2.3398465; 0.45513465643774964
3061; 8.60344; 6.957083766399975; 1.2698258; 0.23387783765436; 2.3383836; 0.45281233925104125
3065; 8.6040995; 6.957175094099753; 1.2688007; 0.23295068367951033; 2.3363213; 0.44959908316631036
3069; 8.6059105; 6.961214565989749; 1.2674314; 0.23191944629403993; 2.3347551; 0.44682612302398894
3073; 8.6071513; 6.965255798908316; 1.2663212; 0.23079081843056026; 2.3328861; 0.4434347444267903
3077; 8.6091846; 6.964978523122824; 1.2650871; 0.22977472941359034; 2.3311291; 0.44132021913319
3081; 8.6102995; 6.967221820299741; 1.2640582; 0.2288954670127601; 2.329449; 0.43836575639900044
3085; 8.6108903; 6.969253541365916; 1.2627314; 0.2275978114540398; 2.327284; 0.43472598334399937
3089; 8.6127028; 6.971725278872171; 1.2616321; 0.22681894424959004; 2.3263403; 0.4330233085959092
3093; 8.6141946; 6.97196679333085; 1.260289; 0.2257822364790001; 2.3242119; 0.4292709438983904
3097; 8.6168921; 6.974901436957609; 1.2595019; 0.22508266389638987; 2.3226186; 0.42617123893403885
3101; 8.618358; 6.96906278383598; 1.258203; 0.22400241079100014; 2.3206884; 0.42392515010544063
3105; 8.6192321; 6.980214106329598; 1.2567423; 0.2225290913907101; 2.3190172; 0.42072342610416147
3109; 8.6191322; 6.972658918923173; 1.2558618; 0.22211573930076023; 2.3173828; 0.4179651582641606
3113; 8.6203722; 6.973042533467151; 1.2545533; 0.22085371745910987; 2.3154089; 0.41512092580079063
3117; 8.6219632; 6.971885377845766; 1.2535704; 0.21987165224383975; 2.3142491; 0.41306220314918907
3121; 8.6230227; 6.974575015284714; 1.2524854; 0.21913312278683983; 2.3121718; 0.40924476728475856
3125; 8.6260237; 6.979919227038323; 1.2510806; 0.21782053230363974; 2.3107398; 0.40750137669596054
3129; 8.6269482; 6.98142755451677; 1.2499979; 0.21699934999558979; 2.3089014; 0.40404632507804017
3133; 8.6269843; 6.985746787553509; 1.24883; 0.21615463109999977; 2.307044; 0.40095318206400066
3137; 8.6291503; 6.986138800009925; 1.2478748; 0.21513528352496025; 2.3053854; 0.3986949574668399
3141; 8.6299582; 6.9868316662527405; 1.2461037; 0.21368686884631027; 2.3038788; 0.39632527491055924
3145; 8.6300262; 6.985538987313561; 1.2455181; 0.21333796257239013; 2.3024194; 0.3940651065036418
3149; 8.6309614; 6.986708911710025; 1.2439471; 0.21203231240158993; 2.3009464; 0.39125666432703987
3153; 8.6330235; 6.990723748447749; 1.2429629; 0.21125472922359; 2.2989784; 0.388621916333439
3157; 8.6358591; 6.9872453049472085; 1.2418184; 0.21012566142143974; 2.2971027; 0.38518608565270984
3161; 8.6358704; 6.991414034403846; 1.241121; 0.2095314633590002; 2.2955862; 0.38327959836956094
3165; 8.6364409; 6.991943280807192; 1.239625; 0.2082506593750002; 2.2941567; 0.380616135845111
3169; 8.6395837; 6.994156790694333; 1.2383012; 0.20710253807856005; 2.2923835; 0.3779785889277498
3173; 8.6398254; 6.996455457514841; 1.2375377; 0.20649174107870993; 2.2910546; 0.3756492198188406
3177; 8.6407307; 6.995058070077491; 1.2363473; 0.2055328537827099; 2.2894741; 0.37348004542919
3181; 8.6407056; 6.99912613412863; 1.2352401; 0.20466259535199005; 2.2877323; 0.37044462353670937
3185; 8.6439112; 7.007321966514567; 1.2339432; 0.20336357917376024; 2.285883; 0.36744391031099877
3189; 8.6455471; 7.004222441681591; 1.2326248; 0.20236070242496007; 2.2841175; 0.36444814619375077
3193; 8.6456172; 7.003989631064158; 1.2319567; 0.20184938932510987; 2.2830585; 0.3626823855777497
3197; 8.6476338; 7.002253261097579; 1.2306007; 0.2007728171595098; 2.2810488; 0.35978157201855865
3201; 8.6470123; 6.998514783648702; 1.2294349; 0.19977612666198996; 2.2794713; 0.35741129247630976
3205; 8.6509789; 7.003127171754798; 1.2281554; 0.19876411345084022; 2.2778227; 0.354856247364709
3209; 8.6493935; 7.009288782157753; 1.2272815; 0.1981398197577502; 2.2762824; 0.35251803545024085
3213; 8.652772; 7.008860316015998; 1.2259536; 0.19693077064704023; 2.2747381; 0.3501528764083899
3217; 8.6531743; 7.013137833819513; 1.2247708; 0.19587068746736014; 2.2731951; 0.34811713733598904
3221; 8.6549192; 7.0070270414713605; 1.2236895; 0.1950065075897498; 2.2716398; 0.3452558190559607
3225; 8.6550717; 7.008868767859099; 1.2225705; 0.1940980725297501; 2.2699015; 0.3430680802977495
3229; 8.657434; 7.0129865356440035; 1.2218099; 0.19335986826199014; 2.2687441; 0.34075310871518916
3233; 8.658193; 7.011558574750978; 1.2204731; 0.19229071217638993; 2.2667648; 0.3378155414809605
3237; 8.6610217; 7.015432212129127; 1.219372; 0.19138292561600023; 2.265496; 0.33574207398399913
3241; 8.6618123; 7.012195379568723; 1.2181442; 0.19050850800636; 2.2637084; 0.33304727976944015
3245; 8.6612029; 7.021548425031611; 1.2171797; 0.18967847790791015; 2.2625444; 0.3317514380286406
3249; 8.6640323; 7.019176004556698; 1.2161231; 0.18872530564639023; 2.2609623; 0.3292971779787095
3253; 8.6643855; 7.018644807389762; 1.2150066; 0.1878609619564402; 2.2590905; 0.32611361280974904
3257; 8.6653815; 7.021180359457745; 1.2134461; 0.18668866239478965; 2.2576657; 0.32405608704350986
3261; 8.6666298; 7.020000909751943; 1.212589; 0.1858611170790001; 2.2561121; 0.32166969223358954
3265; 8.668292; 7.027245202736012; 1.2116512; 0.18507956953856008; 2.2546153; 0.3193909490059088
3269; 8.6695205; 7.031787600079738; 1.2102966; 0.1838953400284402; 2.25308; 0.31705671359999954
3273; 8.6712837; 7.025892494114316; 1.2096022; 0.18333491775515998; 2.2517148; 0.31520165946096057
3277; 8.6717154; 7.024262221402836; 1.2080853; 0.18210080792390992; 2.2499131; 0.3124021424483896
3281; 8.6736746; 7.027740133314836; 1.2072376; 0.18144757714623982; 2.2484585; 0.31000507377775044
3285; 8.6756504; 7.028524936979835; 1.2061245; 0.18044999049974986; 2.2467231; 0.3075946119263895
3289; 8.6758747; 7.03392228989992; 1.2048085; 0.17943537832775025; 2.2451975; 0.30565088599374857
3293; 8.6775517; 7.0331673938270995; 1.2039377; 0.17862651451871003; 2.2439001; 0.3032924412199911
3297; 8.6780224; 7.040793425098244; 1.2028182; 0.17776537774875978; 2.242349; 0.30116076219900023
3301; 8.6794282; 7.034740521044753; 1.2015461; 0.17669746957478982; 2.2406332; 0.29828386305776
3305; 8.680902; 7.033286066396002; 1.2008531; 0.17611313222038993; 2.2390808; 0.29634137107136027
3309; 8.6803483; 7.0313090906871025; 1.1994315; 0.17494277680775006; 2.2378097; 0.2942080465859096
3313; 8.6823284; 7.035074754553449; 1.1982307; 0.17402208957750975; 2.2361436; 0.291578200179039
3317; 8.6842755; 7.037542740099752; 1.197142; 0.1730304318360003; 2.2346993; 0.2895919385795098
3321; 8.6852662; 7.042550835137575; 1.1965001; 0.17245261069998996; 2.2336743; 0.2881074215195101
3325; 8.6870987; 7.046049276458305; 1.1952506; 0.17147300319963987; 2.2318186; 0.2858597366940394
3329; 8.6874991; 7.040055687499191; 1.194014; 0.17050096780400037; 2.2307235; 0.28392396654775
3333; 8.6881573; 7.041708630456711; 1.1928706; 0.16941353165564; 2.2286065; 0.2809437681577496
3337; 8.6898627; 7.049387555148698; 1.1916909; 0.16848049885718996; 2.2273116; 0.27905403650543903
3341; 8.6913831; 7.044393309034405; 1.1905354; 0.16753066134684014; 2.2256623; 0.2764906263587097
3345; 8.6921602; 7.0485018575359675; 1.1897658; 0.1669465411503599; 2.2245176; 0.27488384729023974
3349; 8.6943601; 7.052959551527977; 1.1886081; 0.16602548461439004; 2.2229882; 0.27259386266076024
3353; 8.694738; 7.053269511356007; 1.1875811; 0.16518143092278992; 2.2213963; 0.2705447783463102
3357; 8.6954127; 7.049324276678703; 1.1864208; 0.16419968532735973; 2.2203377; 0.26904839795871016
3361; 8.6973146; 7.054134748626836; 1.1854302; 0.16340744092795978; 2.2189009; 0.26677789597918977
3365; 8.6977402; 7.0498756133039535; 1.1844267; 0.16252709232711005; 2.2173874; 0.26440931832124104
3369; 8.6997783; 7.054306630849112; 1.1833422; 0.16165683769916006; 2.2155991; 0.2619449280791901
3373; 8.7003696; 7.063574623395837; 1.1822737; 0.16076299828830964; 2.2141417; 0.260077032321111
3377; 8.70301; 7.05962853989999; 1.1811981; 0.1599425485563899; 2.2131521; 0.2587894822655903
3381; 8.7027341; 7.053727484697177; 1.1801038; 0.15902842122556038; 2.2113421; 0.25597141676758994
3385; 8.7045686; 7.05803708789405; 1.178942; 0.1579769606360002; 2.2100974; 0.2542044825132397
3389; 8.7037271; 7.063484068725586; 1.1777071; 0.15692048660959035; 2.2087012; 0.2523602091185593
3393; 8.7054636; 7.058442109075045; 1.1768098; 0.15626509462395988; 2.2070387; 0.2496242767023098
3397; 8.7090955; 7.073189271879741; 1.1756788; 0.15531375923056; 2.2056524; 0.2478072903742401
3401; 8.7093731; 7.064855304996371; 1.1748524; 0.15468063821424005; 2.2044382; 0.24611542238076112
3405; 8.7101012; 7.063968685758553; 1.17382; 0.15385640759999974; 2.2029033; 0.24409075084910992
3409; 8.7111778; 7.066803736787165; 1.1725956; 0.15280875886064016; 2.2016158; 0.2423694691903604
3413; 8.7141138; 7.074029280649569; 1.1717341; 0.15205049889719024; 2.1997673; 0.23968472585070977
3417; 8.7137145; 7.067906712489744; 1.1704631; 0.1510730315383899; 2.198653; 0.23788178559099915
3421; 8.7149283; 7.0712764258590965; 1.1693223; 0.15013805872271013; 2.1972717; 0.23632537637911
3425; 8.7165283; 7.0735648952991; 1.1682782; 0.1492468474047599; 2.1955395; 0.23382720393974932
3429; 8.7173486; 7.070167786078045; 1.1671822; 0.1483441120031599; 2.1946972; 0.23246260031216082
3433; 8.71995; 7.076689997499983; 1.166304; 0.14760997958400002; 2.1929747; 0.23021686515990947
3437; 8.7206287; 7.0725975767363; 1.1653805; 0.14680119021975035; 2.1921203; 0.2287524903279099
3441; 8.721862; 7.080680252956; 1.1641105; 0.14578504378974988; 2.1900767; 0.22615074811710922
3445; 8.7216488; 7.076569409458557; 1.1630915; 0.14494426262775018; 2.1887888; 0.2245151889945598
3449; 8.7237157; 7.076053285573508; 1.1618102; 0.14390005917596027; 2.1875847; 0.22263688032591045
3453; 8.7247514; 7.079152808198032; 1.16098; 0.14316063960000025; 2.186407; 0.2213082303510001
3457; 8.7260621; 7.079796726943584; 1.15985; 0.1422429774999998; 2.1847204; 0.21886137382384163
3461; 8.7282057; 7.078570958487504; 1.1587981; 0.14138306343638973; 2.1835266; 0.21743658709243974
3465; 8.7282258; 7.085170984214358; 1.1577174; 0.14053982173724022; 2.1821314; 0.21522655313404115
3469; 8.7284487; 7.079832391468329; 1.1567745; 0.13969785614974994; 2.1805676; 0.21334714183024062
3473; 8.7295814; 7.087358980774027; 1.1557558; 0.13892373076635978; 2.1795459; 0.21169096979319058
3477; 8.7313026; 7.082672707233257; 1.1547529; 0.13803643994158965; 2.1780613; 0.20982227344230964
3481; 8.7335244; 7.090609954604631; 1.1536101; 0.13712783717798982; 2.1765558; 0.20779184948635976
3485; 8.733994; 7.08448540796401; 1.1525455; 0.13624317042974998; 2.175591; 0.20651220071900056
3489; 8.7353902; 7.087846853743969; 1.1515223; 0.13535969260270964; 2.1740617; 0.20443302459310964
3493; 8.7357088; 7.089293561602574; 1.1502726; 0.13434074568923982; 2.1727851; 0.2026124092179904
3497; 8.7378367; 7.090540504133102; 1.1494783; 0.13366953782911017; 2.1712887; 0.20041728125231018
3501; 8.7381086; 7.098000294606024; 1.1483219; 0.13270651398039002; 2.1700364; 0.19904022267504118
3505; 8.7397173; 7.095686016080705; 1.1471151; 0.1316752473519902; 2.1683577; 0.19648018485070917
3509; 8.7405399; 7.103695956507991; 1.1463778; 0.13107473966715988; 2.1675146; 0.19549265878683908
3513; 8.7414284; 7.098398127673434; 1.1452592; 0.13013796481536022; 2.1659958; 0.1937225943823595
3517; 8.7437302; 7.10009558960796; 1.1441289; 0.1292781601847901; 2.1645659; 0.1916317645571901
3521; 8.7428659; 7.091831554617187; 1.1430532; 0.1283263819697602; 2.1631759; 0.189749525659189
3525; 8.7447003; 7.100020963179915; 1.1421633; 0.12759029613311013; 2.1619527; 0.18812062296270948
3529; 8.7469391; 7.099334280891185; 1.1412768; 0.1268470657817602; 2.1606589; 0.18626681785078958
3533; 8.7470024; 7.106327214394241; 1.1400058; 0.12582857596636; 2.1594245; 0.18484872879974912
3537; 8.749029; 7.107323157159001; 1.1392362; 0.12516808060955986; 2.1580259; 0.18298171492918947
3541; 8.7500048; 7.100137799976977; 1.1378467; 0.12399998729910977; 2.1565148; 0.1810495173809592
3545; 8.7507578; 7.104379325739146; 1.1369774; 0.12330999188924019; 2.1554757; 0.17957160670950945
3549; 8.7503747; 7.104560709599909; 1.136055; 0.12244223697500001; 2.1539948; 0.17778340157296046
3553; 8.7518616; 7.113545734445438; 1.1348833; 0.12151419538111008; 2.1527803; 0.1760002799319107
3557; 8.7536177; 7.112669462246728; 1.1339907; 0.12076619231350993; 2.1515372; 0.17441567701616023
3561; 8.7553969; 7.110285223470413; 1.1327981; 0.11978016463638985; 2.1501769; 0.17243759870638975
3565; 8.754527; 7.110371806271004; 1.1317642; 0.11898059559835983; 2.1489205; 0.17095658467975028
3569; 8.7573031; 7.1092013147303845; 1.1308213; 0.11810888746630988; 2.1477992; 0.169681596479359
3573; 8.7591481; 7.112194262266371; 1.1296383; 0.11711901117310997; 2.1463473; 0.16770136778271016
3577; 8.7595821; 7.116580733359612; 1.1288106; 0.11639442932763999; 2.1450272; 0.1659115112601608
3581; 8.7605023; 7.113414551694703; 1.1279397; 0.11572173316390999; 2.143697; 0.16446557219100022
3585; 8.7613929; 7.11429875182958; 1.1267979; 0.11472659255559003; 2.1425255; 0.1627749818497497
3589; 8.7626537; 7.117543633876323; 1.1256867; 0.11377795344311004; 2.1412487; 0.16136690474831106
3593; 8.763585; 7.122062547774988; 1.1247751; 0.11305207441999032; 2.1400301; 0.15961547109398921
3597; 8.7653296; 7.122876603363849; 1.1236687; 0.11206695264030975; 2.1386643; 0.15801891190551043
3601; 8.7676117; 7.121467378023127; 1.1227251; 0.11135024982999009; 2.1374452; 0.1563042169969595
3605; 8.7661315; 7.1234818247077385; 1.1216967; 0.11042261320910995; 2.1362831; 0.15485201665438986
3609; 8.7673565; 7.118454101907744; 1.1203541; 0.10927219061319038; 2.134755; 0.1529000899749997
3613; 8.7684128; 7.124193768796161; 1.1197371; 0.10874912688358984; 2.133585; 0.15163784777499956
3617; 8.7711738; 7.128791770193573; 1.1185141; 0.10778850810118978; 2.1323598; 0.14990048334395922
3621; 8.7717506; 7.125271411399623; 1.1177092; 0.10709094423536003; 2.1315131; 0.14874140452839058
3625; 8.7728857; 7.132118394735514; 1.1164993; 0.10603201309950983; 2.1298201; 0.14678604163599118
3629; 8.7748781; 7.125145630140381; 1.1154584; 0.10517595786943978; 2.1288075; 0.14534772794374984
3633; 8.7733575; 7.129359877193764; 1.1144579; 0.10438008912759034; 2.1274894; 0.14377765288764
3637; 8.7764083; 7.133391451691111; 1.1133971; 0.10340759771159003; 2.1260452; 0.14172320755695988
3641; 8.7781299; 7.13243215872599; 1.1125839; 0.10273236546079012; 2.1248743; 0.14068390919950957
3645; 8.7785792; 7.13597142932737; 1.1113977; 0.1017142524347101; 2.1236952; 0.13915049749696085
3649; 8.7797894; 7.132196291647631; 1.1104033; 0.10088101134910987; 2.1225928; 0.1376638053881596
3653; 8.7807884; 7.134498874425432; 1.1095881; 0.10019614833838975; 2.1213385; 0.1360038684177507
3657; 8.7817162; 7.142901582657572; 1.1083625; 0.09917846859375024; 2.1200545; 0.13445881702974916
3661; 8.7832201; 7.139270774956003; 1.1071265; 0.0980890129977503; 2.1188795; 0.13301216447975062
3665; 8.7841454; 7.140140391658832; 1.1064732; 0.09753425768176016; 2.1175639; 0.13130302941678984
3669; 8.7849712; 7.144942815170566; 1.1052657; 0.09650463240351015; 2.1164533; 0.12998352891911047
3673; 8.7845118; 7.141580635660759; 1.1042617; 0.09560359791311024; 2.1151238; 0.12817811067355933
3677; 8.7863977; 7.141791557434715; 1.1033508; 0.09485021213935996; 2.1139778; 0.1269362611071605
3681; 8.7866407; 7.142709709103514; 1.1022529; 0.09392764444158974; 2.1126488; 0.1253706478585599
3685; 8.7895677; 7.13895774711672; 1.1013754; 0.09317502827484003; 2.1113972; 0.1238772638321608
3689; 8.7905101; 7.149302081797984; 1.1002913; 0.09223635514430972; 2.1101435; 0.12234390940775075
3693; 8.7921611; 7.148713491646802; 1.0993392; 0.09137952334336008; 2.1091757; 0.12115716652950947
3697; 8.7909894; 7.152426769087626; 1.0982343; 0.09043972230350983; 2.1077208; 0.11937242924735969
3701; 8.7956255; 7.158326563749753; 1.0973918; 0.08975183729275993; 2.1067038; 0.11805489906555966
3705; 8.7949324; 7.149266879430229; 1.096302; 0.08879912479599983; 2.1057901; 0.11701255474199002
3709; 8.7960237; 7.150815369038327; 1.0953672; 0.08798389716415977; 2.104215; 0.11504723377499992
3713; 8.7967636; 7.153992765715046; 1.0943402; 0.08710092666395997; 2.1031449; 0.11368122960398974
3717; 8.7974816; 7.15158329766146; 1.0934319; 0.08632238006239024; 2.1018545; 0.1122205608297504
3721; 8.8006014; 7.15140839831804; 1.0923979; 0.08544192807559026; 2.1006573; 0.11076460795671039
3725; 8.7995685; 7.15464631380776; 1.0914263; 0.08456713166831009; 2.0996264; 0.1094993804230402
3729; 8.7997638; 7.157901064209582; 1.0903279; 0.08364637048159018; 2.0982588; 0.10789920822255983
3733; 8.8031776; 7.1610195428582415; 1.0892534; 0.08271903058843999; 2.0971891; 0.10656137884118966
3737; 8.8024151; 7.157893107292011; 1.0882262; 0.08180353763355996; 2.0960841; 0.10533914572718928
3741; 8.8039831; 7.163432474914387; 1.0872003; 0.08092920767991019; 2.0948128; 0.10370693295615929
3745; 8.8055059; 7.16574294506519; 1.086259; 0.08008198491899976; 2.0937027; 0.102579704012709
3749; 8.8061335; 7.161360680177751; 1.0854198; 0.0793448577679603; 2.0926205; 0.10124574297974842
3753; 8.8079685; 7.171595403007757; 1.0842591; 0.07832870406719028; 2.0913736; 0.09973526522304077
3757; 8.8096674; 7.165042101377239; 1.0833094; 0.07752894387164; 2.0902758; 0.09844347993435942
3761; 8.8094994; 7.1631143213996324; 1.0822926; 0.07658072798524018; 2.089102; 0.09698243359599967
3765; 8.8094748; 7.170659548164949; 1.0813958; 0.07581312374236027; 2.0879223; 0.0957051691627111
3769; 8.8117221; 7.165923532371565; 1.0804253; 0.07500067111991027; 2.0867747; 0.09427205143991113
3773; 8.8112827; 7.168560680680727; 1.0792782; 0.07400296700475995; 2.0854534; 0.09270071642843991
3777; 8.8151345; 7.170102046909761; 1.0783099; 0.07314185956198993; 2.0843621; 0.09142093608359048
3781; 8.8147438; 7.174354740361565; 1.0774332; 0.07234649953776007; 2.0832271; 0.09012434982558926
3785; 8.8156535; 7.170538467937746; 1.0764639; 0.07151717199678997; 2.0822769; 0.08911541172638948
3789; 8.8156506; 7.1710888987196455; 1.07532; 0.07049689759999977; 2.0810269; 0.08762854147639043
3793; 8.8170471; 7.172976936381588; 1.0742552; 0.06955756527295986; 2.0798838; 0.08632677849755943
3797; 8.8191436; 7.167489962579026; 1.0734088; 0.06878414808255995; 2.0787022; 0.08479416371516013
3801; 8.8201328; 7.171031190364161; 1.0724205; 0.06794277117975; 2.077525; 0.08356587437500007
3805; 8.8211667; 7.183114150811122; 1.0712822; 0.06692884796316023; 2.0764668; 0.08234822849775991
3809; 8.8224159; 7.1809973874271975; 1.0704166; 0.06614890244444016; 2.0754256; 0.08111697886463975
3813; 8.8219596; 7.177383615967855; 1.0695713; 0.06540833421630987; 2.0742749; 0.0797707392299909
3817; 8.8245136; 7.177436923415044; 1.0684832; 0.06442545131776001; 2.0732441; 0.07865100181518958
3821; 8.8267175; 7.183760075193732; 1.0673699; 0.06343499657398977; 2.0718322; 0.07701553504316028
3825; 8.8276369; 7.179507261758388; 1.0663327; 0.06251607291070993; 2.0709748; 0.07595157776495931
3829; 8.8289568; 7.182445423733753; 1.0653141; 0.061613768341190145; 2.0697298; 0.07462115499195932
3833; 8.8279812; 7.187930932446562; 1.0644734; 0.06084218069243996; 2.0683711; 0.07310349268479044
3837; 8.8292687; 7.185958523200313; 1.063511; 0.05998555287899965; 2.0674277; 0.07194300527270947
3841; 8.8299999; 7.180510665999975; 1.0624359; 0.05901645839118985; 2.0664047; 0.07088171581790981
3845; 8.8310991; 7.1864583859791935; 1.0615275; 0.058209266743750154; 2.0652869; 0.06956912068839038
3849; 8.8320408; 7.187020307135356; 1.0606679; 0.057436705909589714; 2.0642094; 0.06828655295163877
3853; 8.8335346; 7.185435270602838; 1.059563; 0.05643184903099985; 2.0631397; 0.06719347828391165
3857; 8.8366569; 7.1875331316824; 1.0585409; 0.055503463027190225; 2.0619995; 0.0659253619997493
